review,polarity,subjectivity,cluster
it is very confusing but i still love the app😋 if the video issue is fixed then it is for sure a 5 star!,0.20875,0.5522222222222222,11
would give 5 stars if there would be an in-app-option to deactivate the camera sound.,0.4,0.4,11
"super fun, i would give ot a 5 star but the bitmoji gmaes are kinda slow but otherwise awesome!",0.3333333333333333,0.5666666666666667,11
i give it a five star because i wanted a special notification for best friends and you actually did it so thank you thank you thank you!,0.4523809523809524,0.3238095238095238,11
also for the people that haven't rated snapchat make sure to give them a 5/5 because they are great.,0.65,0.8194444444444444,11
my own story repeats the audio of the first clip if i make a longer snap.,0.425,0.6666666666666666,12
i post a full snap and it just repeats the first one 6 times or out of order .,0.3,0.44166666666666665,12
can u please do a update for ur password where u can do a 2-step password login to make it more secure- i nearly got hacked.,0.3333333333333333,0.5,13
like make it where u can chose what perosn to add into a private convo and u have 2 put in a passcode to be able to see and chat with that person.,0.25,0.5,13
the removed a lot of useful features.,0.3,0.0,14
it's pretty good but when you remove that.,0.475,0.8,14
i'm using an s10e and i've read this is an issue on many samsung devices running oneui.,0.5,0.5,15
i use a samsung s10 and for some reason your app has so many glitches on my phone.,0.5,0.5,15
i have a samsung note with powerful camera but in snapchat it runs like a piece of sh!,0.375,1.0,15
when i record videos there is sound.,0.4,0.4,16
it make sound everytime i take picture.,0.4,0.4,16
"i enjoy with your application, but it cancel always by itself.",0.4,0.5,17
also the stories and news are almost all clickbait or arent relevant to anything.,0.4,0.9,17
i've read up on this and many are having the same issue.,0.25,0.3125,18
many memories were in my memories.,0.5,0.5,18
i had so many.,0.5,0.5,18
this version doesn't allow pixel owners the visual core enabled for better pictures.,0.25,0.25,19
why can't you utilize my cameras full capabilities?,0.35,0.55,19
stories don't load right.,0.2857142857142857,0.5357142857142857,19
this does not allow me to take good pictures.,0.7,0.6000000000000001,19
it would have been better if they changed most of them each weeks.,0.5,0.5,20
would be great if you could change the notification sounds for each person!,1.0,0.75,20
i just have a quick thought.,0.3333333333333333,0.5,21
kindly reply to the soonest.,0.6,0.9,21
not working good on one plus 7t.,0.7,0.6000000000000001,22
it will not have the best.,1.0,0.3,22
i dont enjoy the app.,0.4,0.5,22
not at all happy with this.,0.8,1.0,22
it constantly crashes when uploading to my story or more than one person.,0.25,0.41666666666666663,23
crashes way too much after the most recent updates.,0.2333333333333333,0.31666666666666665,23
"incredibly intrusive ads, constant crashes.",0.45,0.6166666666666667,23
you can take pictures send texts a and more.,0.5,0.5,24
very good for texting not slow at all you can call and face time.,0.53,0.5900000000000001,24
too many bugs!,0.625,0.5,25
there are too many bugs persisting and it's not just one specific manufacturer.,0.25,0.3125,25
many bugs that need fixing.,0.5,0.5,25
way too many bugs and glitches!,0.625,0.5,25
"excellent app, my only complaint is that zooming while recording a video is very jerky and distracting.",0.22499999999999998,0.625,26
"every image clicked by front cam seems to be blurred, though my front cam is working super fine when used by primary camera app of my phone.",0.3833333333333333,0.5555555555555555,26
it would be nice if they would stop catering to apple and invest time in making the quality better for their many android users.,0.5333333333333333,0.6666666666666666,27
"i think that the snapchat company should fix this problem, maybe by changing the app so that it will fit android better.",0.45,0.45,27
"its cool and all, but can you guys fix your notifications for android please.",0.35,0.65,28
"i love it and all, but if there's ever an update for snapchat, then would you please involve changing usernames?",0.5,0.6,28
much smoother operation and better camera quality.,0.35,0.35,29
😡😤😥but it is good for bright pictures.,0.7,0.7,29
camera is getting way better.,0.5,0.5,29
i can't login my id even i entered right password what is this?,0.2857142857142857,0.5357142857142857,30
this experience has not been experienced by me because when i try to set the password the password it doesn't work.,0.8,0.9,30
you don't half to pay the app is completely free (which is good) if i were you i would download this app right away also have fun.,0.30380952380952386,0.46047619047619054,31
i love this app but it could use some new filters and you shouldn't have to pay to make your own filter.,0.4121212121212121,0.6848484848484849,31
takes to much storage but it's a great time killer.,0.5,0.475,32
it takes up a lot of storage but it is defiantly worth it.,0.3,0.1,32
it's a good app but it takes up way to much storage.,0.44999999999999996,0.4,32
"nice app, but using to much battery.",0.4,0.6,32
i dont have any problem with snapchat but i have lost or there is no dog filter which i love the most.,0.5,0.55,33
i love snap its my favourite social app and i can use it every time and it's perfect but the only thing is that the filters doesn't work!,0.3833333333333333,0.6666666666666666,33
i wish you could save your favorite filters instead of them disappearing all the time .,0.5,1.0,34
it's a good app but i wish we could save the filters that we like so that we could use it anytime.,0.7,0.6000000000000001,34
i love this app and would like to continue using it but i wish you guys would fix this issue.,0.5,0.6,35
"so if you people at snapchat could fix this issue, i would greatly appreciate it.",0.8,0.75,35
i really wish there is a way that this can be done!,0.25,0.2,36
just wish some things would update better.,0.5,0.5,36
i really wish someone would come along and create a better alternative to this app!,0.4125,0.35,37
i just wish there was a unique reason to use this app.,0.375,1.0,37
"it used to work fine, but it started bugging out recently.",0.20833333333333334,0.375,38
used to be great but it has gone way downhill.,0.8,0.75,38
the app use to be good until recently.,0.35,0.42500000000000004,38
"since the latest update, i haven't been able to edit any snaps from flashbacks.",0.5,0.7625,39
since the last update i haven't been able to load my memories.,0.25,0.3458333333333333,39
"after the update, i haven't been able to log in.",0.5,0.625,39
"after the latest update, i am no longer receiving notifications when i receive a new snap (pic, video, or message).",0.3181818181818182,0.6772727272727272,40
"not to mention, with the latest update, i have some snaps that won't even open!",0.25,0.7,40
"the app works fine though, ever since the new update, if i goto review ""my story"" it will replay the audio from the first video clip on my end constantly.",0.20075757575757575,0.4053030303030303,41
ive reset my phone and made sure the app was up to date.,0.5,0.8888888888888888,41
good app apart from it keeps telling me that to see some messages i need to 'update' the app.,0.7,0.6000000000000001,41
i love the app but i don't know if it's just my phone but whenever i open my stickers it goes to application info.,0.25,0.55,41
the app worked properly till the latest update.,0.25,0.5,41
the person i talk to most gets my messages.,0.5,0.5,42
when i was able to send messages for some reason the messages would overlap.,0.5,0.625,42
the app used to be good but it keeps degrading in quality and increasing in ads.,0.7,0.6000000000000001,43
the app is great but let down by the sheer unacceptable amount of ads your hit with when watching a video story .,0.21481481481481482,0.5962962962962963,43
not too perfect but it was a great experience.,0.9,0.875,44
could be better.,0.5,0.5,44
"it is good, but could be best.",0.85,0.45000000000000007,44
"if i could see it as an option for me, i will have the best.",1.0,0.3,44
this app is awesome and it lets me call and message my friends without a phone number!,1.0,1.0,45
"it is a great app to chat with friends, but there are many perverse people there and nothing happens when you report them.",0.65,0.625,45
used to love it but now when i take videos it just sits and loads and rarely let's me watch them.,0.4,0.75,46
good but the only thing is when i record a video and i stop recording the screen freeze and i don't like that.,0.35,0.8,46
it does have a few glitches here and there but it has been my favorite app for years!,0.2125,0.55,47
"app has always been reliable where others have fallen through, really enjoy talking on it!",0.5,0.5,47
"i've used this app for many years and it has a lot of great, fun features, but the quality isn't something i can get past.",0.3375,0.425,47
i have to update it like every month but besides that it is a pretty good app.,0.475,0.8,47
it's a great app and i've had it for years.,0.8,0.75,48
ive been using for years its a great app .,0.8,0.75,48
this is a mind blowing app i have used it many time and i love it very much it is very much unique app .,0.4583333333333333,0.7000000000000001,48
"it's an up and coming movement, it's easier on the eyes, and many users find it appealing.",0.5,0.5,49
it's fun and easy and works well for more serious situations as well!,0.2041666666666667,0.55,49
this app is good but it just loading when i open my memories i cant view them.,0.35,0.55,50
"my phone's own camera app freezes too, but only when snapachat's does as well.",0.3,1.0,50
"was great when i 1st got this app now i cant do selfies, it just goes black when i turn my camera and also freezes abit.",0.3166666666666667,0.5916666666666667,50
it be cool if there was a feature where you could send a pic to everyone.,0.35,0.65,51
i just think it would be awesome if you could see exactly when people view your snapchat story.,0.625,0.625,51
i really think that snapchat should make a version accessible to the web.,0.2875,0.2875,51
overall its good but too often than not there will be bugs and glitches that pop up with updates compared to before.,0.35,0.30000000000000004,52
the new update caused so many bugs that weren't there before.,0.3181818181818182,0.4772727272727273,52
"i loved snapchat but when i bought a new smartphone my snapchat account got locked, they text me that i'm using third party app to manage snapchat, but i'm not using nothing like that.",0.27878787878787875,0.4181818181818182,53
"love the app, but the newest update for android wont let me open videos.",0.25,0.55,53
good photo you can text your friends meet new people start conversation.,0.41818181818181815,0.5272727272727273,54
perfect for texting your friends.,1.0,1.0,54
i love the app but i must say every phone i used on snapchat you dont get highquality pictures.,0.5,0.6,55
everything else works but the pics were the only reason i liked app.,0.3,0.9,55
app is super glitchy.,0.3333333333333333,0.6666666666666666,56
it's one of the most unstable apps i've used as far as quality of service.,0.3,0.75,56
it is super glitchy.,0.3333333333333333,0.6666666666666666,56
the update was supposed to fix all these bugs but it just added more and ruined the app.,0.5,0.5,57
this most recent update has messed up my app.,0.25,0.375,57
love the app but the latest update screwed something up.,0.5,0.75,57
i used to love this app but now i can't even download this app anymore.,0.5,0.6,58
"ever since the most recent update, my snapchat is laggy as heck.",0.25,0.375,58
great app but doesn't work on my xiamo since the latest update.,0.65,0.825,58
the app is really good but some of the filters wont work.,0.7,0.6000000000000001,58
and with the latest update snap is very laggy.,0.35,0.6,58
the app is great but it's a bit buggy and slow.,0.25,0.575,58
i love the app but it's not working!,0.625,0.6,58
nice app but not working right now.,0.44285714285714284,0.7678571428571428,58
it won't let me download the app no matter how many times i try to and whatever they suggest for me to do it doesn't work.,0.5,0.5,59
"i don't like this up because though i am done updating this app, still i can't find more stickers to show.",0.5,0.5,59
"this app is has been fun and good to use, but i can't send nothing, texts won't go through and snaps send but not voice clips!",0.5875,0.4,60
"this app was great until recently, it's been so glitchy, someone will text me and i wont get the notification till later on or not at all.",0.26666666666666666,0.3333333333333333,60
the app was great till i stopped receiving notifications of texts.,0.8,0.75,60
when i first started using this app it was great never had any problems at all and just a couple months ago my app sometimes just dont send or receive and of my texts snaps.,0.525,0.5416666666666666,60
"i still love snapchat, but i dont get a notification from one person.",0.5,0.6,60
"it's a amazing app, but i don't like that i deleted the messages afterwards.",0.6000000000000001,0.9,60
it was good at first but when i try to send things it takes forever to load and when i update it it takes forever to finish.,0.475,0.4666666666666667,61
the app wont tell me when i get a notification and i have to manually check it just to make sure i didn't miss a text or photo.,0.5,0.8888888888888888,61
"and since last update, the texts i tap to save are all either bunched all on top of eachother and i cant read them, no unless i un save them.",0.25,0.2833333333333333,61
it is easy to use.,0.43333333333333335,0.8333333333333334,62
"but as far as what is here, it all works flawlessly, and the ui is easy to use and understand.",0.5111111111111112,0.9444444444444445,62
very easy to use.,0.5633333333333334,1.0,62
"however, overall i like the app as it makes my life more fun.",0.26666666666666666,0.2333333333333333,63
perhaps others will get more enjoyment out of this app.,0.5,0.5,63
i can easily talk to my friends!,0.5416666666666667,0.8333333333333334,64
i love how i get to talk with lots of my friends in just one facetime.,0.5,0.6,64
it is a very easy way to talk to your close friends.,0.5633333333333334,1.0,64
it's becoming better now the filters are awesome and i like how they now have the bitmoji inbuilt.,0.65,0.7833333333333333,65
but has many cool filters and you can make your own bitmoji which is cool.,0.44999999999999996,0.7,65
i love this app really and love the lens i just had a problem my fav.,0.39999999999999997,0.4666666666666666,66
"i love dis app, but am having issue it.",0.5,0.6,66
i think the app is great and all but i have one big problem.,0.4,0.425,67
but except for this bug this app is pretty good.,0.475,0.8,67
"otherwise, the app is fine.",0.4166666666666667,0.5,67
it's a good app just so many glitches and it sometimes doesn't show if i get something.,0.6,0.55,68
"it's a very fun app, but sometimes my snapchat doesn't wanna work.",0.39,0.26,68
"app is great but, some error keep occurring where snaps are not sending.",0.8,0.75,68
"even if iy gets glitchy sometimes , the app itself is to fun to delete bexause of that.",0.3,0.2,68
"this used to be a great little app, now there are way too many problems with it.",0.37083333333333335,0.5833333333333334,68
"snapchat is awesome the filters,how you van save chat.",1.0,1.0,69
"the filters a great, and it's amazing with the way you can save chats.",0.7000000000000001,0.825,69
i have fun taking pictures using this app because it was great.,0.55,0.475,70
i love the photos i take .,0.5,0.6,70
i think this a really fun and cool app because you get to talk with friends from anywhere and you can also facetime them and many more there is to much good things to say i cant type it all out 🤗😌👌💜.,0.4699999999999999,0.49000000000000005,71
i really like if it's a really fun app you can chat with friends look at stories and much more!,0.375,0.3,71
"great app, easy to use and fun filters.",0.5111111111111112,0.5944444444444444,72
it's a best filter app to take pics and what a lovely and easy controls.,0.6444444444444445,0.6277777777777778,72
love the diffrent things you can do on here!,0.625,0.6,73
i just love how you can do everything.,0.5,0.6,73
i love snap chat.,0.5,0.6,74
i love snap.,0.5,0.6,74
i love snap chat on a related note.,0.25,0.5,74
i'm so glad that you made snap chat.,0.5,1.0,74
love this app great to play with kids too!,0.75,0.675,75
really enjoy connecting with my children through this fun app.,0.35,0.35,75
very nice .,0.78,1.0,76
very nice.,0.78,1.0,76
very cute.,0.65,1.0,77
super cute !,0.47916666666666663,0.8333333333333333,77
snapchat is a good app that lets you use face filters.,0.7,0.6000000000000001,78
snapchat had a good filter that can change your face.,0.7,0.6000000000000001,78
i say you should get snapchat because you can do lots of things insted of just having filters that make you look cute.,0.5,1.0,78
you can access the stories of your friendsand even influencers and i loved it soo much.,0.44999999999999996,0.5,79
and i love to post on my story so all my friends can see.,0.5,0.6,79
i have lots of fun using it.,0.3,0.2,80
i have a lot of fun with it.,0.3,0.2,80
so much fun to use.,0.3,0.2,80
very amusing app with many friendly features.,0.5516666666666666,0.6666666666666666,81
it's a funny and friendly app.,0.3125,0.75,81
"this app is so good like i can text everyone i know, sub to other celeb's story's, use the cute filters, and more!",0.425,0.61875,82
it's makes it easy for u to text all ur friends and the iconic filters are everything!,0.5291666666666667,0.6666666666666667,82
this is an amazing app people can say whatever they want but this app is what most the time i use to talk to people or call them.,0.55,0.7,83
i love this app i talk to a lot of people on here.,0.5,0.6,83
good and it is enjoyable .,0.6,0.6000000000000001,84
iam loving it.,0.6,0.95,84
really fun.,0.3,0.2,85
it's super fun.,0.31666666666666665,0.43333333333333335,85
it so good it fun.,0.5,0.4,85
it's very fun.,0.39,0.26,85
"love it, its fun an stuff.",0.4,0.4,85
it's so much fun.,0.3,0.2,86
so much fun.,0.3,0.2,86
very interesting and i love those filters provided by snapchat.,0.575,0.625,87
this is very wonderful app and i like most the filters of snapchat.,0.75,0.75,87
"taking fun pics, being able to chat with friends ,videos etc.",0.4,0.4125,88
it let's you take great pic of your self or with a friend.,0.8,0.75,88
i really love this app and the filters are amazing.,0.55,0.75,89
i love this app the filters are so cool !,0.46875,0.625,89
i love this app because it's filter is amazing i love it very much!,0.48125,0.5900000000000001,89
its amazing!,0.7500000000000001,0.9,90
it's amazing to us.,0.6000000000000001,0.9,90
it's totally awesome.,1.0,1.0,90
its awesome .,1.0,1.0,90
it's really cool!,0.4375,0.65,90
soooooo awesome!,1.0,1.0,90
it was great and awesome!,0.9,0.875,90
it is having very cute filters .,0.65,1.0,91
the filters are awesome and cute too!,0.8125,1.0,91
i loved it.,0.7,0.8,92
she loved it.,0.7,0.8,92
i love them!,0.625,0.6,92
we all love it!,0.625,0.6,92
i love it !,0.625,0.6,92
i just love it.,0.5,0.6,92
excellent .,1.0,1.0,93
is very good!,1.0,0.7800000000000001,93
its very good.,0.9099999999999999,0.7800000000000001,93
"it's amazing i get to talk to all my friends, use funny filters and in my opinion it's great!",0.6166666666666667,0.8833333333333333,94
"the best thing is you can talk to you friends, make new friends, the filters a funny and great.",0.5465909090909091,0.6261363636363636,94
it's amazing and filters are also amazing.,0.6000000000000001,0.9,95
the filters are amazing and beyond great quality.,0.7000000000000001,0.825,95
it is d best app for taking picture.,1.0,0.3,96
best app for clicking pictures.,1.0,0.3,96
i love the filters it provides!,0.625,0.6,97
i love it bc it has awesome filters and yea i love it !,0.7083333333333334,0.7333333333333334,97
the filters are great.,0.8,0.75,97
the filters are really awesome.,1.0,1.0,97
it is great especially the filters.,0.4,0.875,97
it really has a good filter in it.,0.44999999999999996,0.4,98
great filter.,0.8,0.75,98
i love this app it lets me have fun with filters and satyin touch with friends!,0.4375,0.4,99
i love this app i can talk to all of my friends and when your on call you can show your friends funny and cute filters!,0.4583333333333333,0.8666666666666667,99
"i love the fun filters, i can chat with friends, call them, snap, and i love to know that there story is saying alll how there days been.",0.43333333333333335,0.4666666666666666,99
i love all the filters it's so fun to use and to keep in touch with all my friends!,0.4375,0.4,100
i love the filters and my friends and i have a laugh every time!,0.4375,0.35,100
one of the best selfie camera app!,1.0,0.3,101
its amazing app for today and selfie expert app and or amazing effect nice etc.,0.6000000000000001,0.9333333333333332,101
it's the best selfie camera!,1.0,0.3,101
otherwise a great app to chat and keep in touch with friends and family.,0.8,0.75,102
snapchat is rily good app if you want to talk to your friends or family.,0.7,0.6000000000000001,102
its good to chat with friends and family.,0.7,0.6000000000000001,103
"i really love it, because you can chat with your friends and family.",0.5,0.6,103
great way to talk with friends and family.,0.8,0.75,103
love it let's you talk to friends and have fun.,0.4,0.4,104
it is a great way to contact friends and share things.,0.8,0.75,104
great for chatting with friends!,1.0,0.75,104
and even an effective way of communicating with our friends.,0.6,0.8,104
it is a great way to communicate with friends and stay in touch!,1.0,0.75,104
"such a good source to reach out to family and friends, and to make new friends.",0.27878787878787875,0.5181818181818182,104
awesome way to chat with friends.,1.0,1.0,104
snapchat is so fun i go on every day sending videos and photos to all of my friends.,0.3,0.2,105
i love snapchat because i can chat with my friends all around the world.,0.5,0.6,105
"snapchat helps me in so many ways, it helps me text my friends and face time them.",0.5,0.5,106
it's really good to have to take pics and text friends other from that idk.,0.2875,0.48750000000000004,106
"i love snapchat,i love calling and texting my friend and it's much easier then the normal facetime app.",0.33749999999999997,0.5125,106
"i really like this app appreciate this app i can text, creat a group flow my favorite snap chat.",0.35,0.6,106
good app to comunicate with friends.,0.7,0.6000000000000001,107
great app to connect with your friends.,0.8,0.75,107
i think it's a great way to communicate with friends and also find new friends i love this app!,0.5204545454545455,0.6015151515151516,107
really good app for contacting your friends!,0.875,0.6000000000000001,107
this app is a great app for communicating with friends.,0.8,0.75,107
i love this app it keeps me in contact with all my friends.,0.5,0.6,108
"awesome app, my friends and i all use it.",1.0,1.0,108
"great app, it's my main communication with friends.",0.48333333333333334,0.5416666666666666,108
the snapchat is amazing !,0.7500000000000001,0.9,109
its really exciting to use snapchat.,0.3,0.8,109
i have a lot of experiance i love snapchat its like my whole life is in there .,0.35,0.5,110
love snapchat and am so glad i get to have fun using it every day!,0.4583333333333333,0.6,110
it's the best app ever!,1.0,0.3,111
this app is literally the best app ever!,1.0,0.3,111
this is the best app ever!,1.0,0.3,111
it's a pretty fun app.,0.275,0.6,112
very entertaining app.,0.65,0.9099999999999999,112
its a fun app.,0.3,0.2,112
i think snapchat is absolutely great!,1.0,0.75,113
snapchat is great!,1.0,0.75,113
snapchat is great.,0.8,0.75,113
i love snapchat a lot.,0.5,0.6,114
love snapchat.,0.5,0.6,114
i love snapchat !,0.625,0.6,114
i love snapchat.,0.5,0.6,114
i really love using snapchat.,0.5,0.6,114
probably the best app!,1.0,0.3,115
one of the best apps.,1.0,0.3,115
an amazing app!,0.7500000000000001,0.9,116
amazing app.,0.6000000000000001,0.9,116
really great app!,1.0,0.75,117
great app!,1.0,0.75,117
it's an amazing app !,0.7500000000000001,0.9,118
its an amazing app!,0.7500000000000001,0.9,118
this app is amazing.,0.6000000000000001,0.9,119
it is an amazing app.,0.6000000000000001,0.9,119
it's amazing app.,0.6000000000000001,0.9,119
it's an amazing app.,0.6000000000000001,0.9,119
this is amazing app.,0.6000000000000001,0.9,119
love this app.,0.5,0.6,120
love this app!,0.625,0.6,120
the app is great!,1.0,0.75,121
this app is great!,1.0,0.75,121
this app is awesome!,1.0,1.0,122
this app is fantastic.,0.4,0.9,122
this app is awesome.,1.0,1.0,122
awesome app.,1.0,1.0,123
really awesome app.,1.0,1.0,123
i love this app very much.,0.38,0.43,124
i love this app so much.,0.35,0.4,124
i love this app a lot .,0.5,0.6,124
i really love this app.,0.5,0.6,125
i love this app.,0.5,0.6,125
i love this app .,0.5,0.6,125
i love this app!,0.625,0.6,125
i absolutely love this app.,0.5,0.6,126
i absolutely love this app!,0.625,0.6,126
it's a very wonderful app.,1.0,1.0,127
this is a great app.,0.8,0.75,127
it is a very wonderful app .,1.0,1.0,127
its a great app!,1.0,0.75,127
really good app.,0.7,0.6000000000000001,128
very good app .,0.9099999999999999,0.7800000000000001,128
very good app.,0.9099999999999999,0.7800000000000001,128
it is a very good app.,0.9099999999999999,0.7800000000000001,129
it's a very good app.,0.9099999999999999,0.7800000000000001,129
its a good app.,0.7,0.6000000000000001,130
it's a good app.,0.7,0.6000000000000001,130
