review,polarity,subjectivity,cluster
its a pretty fun app!!! still learning how to use it but think the filters are funny haha,0.321484375,0.625,92
👌😍 one advice from my side kindly bring some more new and funny filters so that i can enjoy more,0.3977272727272727,0.6424242424242425,92
i would love to give 5 stars but ever since i have redownloaded the app,0.5,0.6,93
"about a week ago, there is constantly a loading button on the top of my screen",0.25,0.41666666666666663,93
nice aap and i love to click pic at here but in my phone it is not working,0.55,0.8,94
"the app works mostly fine, however the temperature sticker does not work on my p20 pro and the numbered notification badge as well (dot badge works) don't know if this is emui or the app itself tho",0.4166666666666667,0.5,94
i love this app but it's not working properly,0.25,0.35,94
nice app but it does not work properly on my phone,0.3,0.55,94
my internet connection is quite good but still snapchat is not working properly,0.35,0.35000000000000003,94
it's so perfect and the voice call is so perfect tho,1.0,1.0,95
love this app for real everything is good too far,0.375,0.625,95
it's ok all new filyers are amazing love it,0.4340909090909091,0.6136363636363636,95
more often,0.5,0.5,96
and many edits,0.5,0.5,96
many style ,0.5,0.5,96
(location wise and contact wise) one of the problems i have with this app is that you cannot reopen some chats,0.7,0.9,97
super buggy! today i started having an issue where i can't see chats that are sent to me,0.41666666666666663,0.6666666666666666,97
"it i wanted to chat with this person id have to click ""retry sending"" just to be able to open the chat but it wouldnt send",0.25,0.5625,97
editing is very nice,0.78,1.0,98
superb app for photo editing and filters,1.0,1.0,98
cool photo editing app,0.35,0.65,98
"great app but after the recent update, the app won't load the first time opening it",0.35000000000000003,0.4444444444444444,99
it was great at first but the friggn app wont load my messages,0.525,0.5416666666666666,99
i love it great app but umm i have not updated it yet and it wont work more than 5 mins so i wonder if i un i install and install will it work 🌠,0.6,0.6166666666666667,99
"great app for communication, however, very slow and laggy for android which i thought they were going to fix? none of the games even load, they load to 50% and then stop and don't load",0.205,0.635,99
worked fine before the update but now i can't even open the app,0.20833333333333334,0.5,99
"loved the app before the update, but now my app wont even open",0.35,0.65,99
super cool but my screen freezes and also it is easy for me to talk to my friends,0.37222222222222223,0.7166666666666667,100
it makes it so easy and fun to talk to friends and family and the games and filters are amzing,0.3666666666666667,0.5166666666666667,100
"everything works just about how its supposed to, its a quick and easy way to chat to your friends and family, i just wish that the texts wouldn't disappear, the filters are cute and fun",0.39166666666666666,0.6333333333333334,100
the good thing about it is i can talk to my friends and take cute and silly pictures with the filters instead of having to add them in,0.2333333333333333,0.8250000000000001,100
this make cute your face,0.5,1.0,101
its so amazing and think god for the faces love them,0.55,0.75,101
it is an amazing app to get to talk to your friends when you are out of school,0.6000000000000001,0.9,102
great app 📲 can talk to friends that live far away,0.34545454545454546,0.75,102
the app is good! i am able to communicate with my friends and talk to people,0.6875,0.6125,102
"it's a great way to talk, text, face time or call friends! this app is amazing!",0.875,0.825,102
i think this is an amazing app because it has the best ways to meet new people and talk to old friends,0.4590909090909091,0.4636363636363636,102
great app to communicate with your friends,0.8,0.75,102
i recommend this app its a great way to talk to your friends!,1.0,0.75,102
"another thing would be a repost option on snaps, so someone could put the video or picture on their own story",0.6,1.0,103
i'd love to have the ability to see my stories and snaps back,0.25,0.3,103
a lot of cool content,0.35,0.65,104
it can hold a lot of happiness,0.7,0.2,104
the filters aren't that great,0.8,0.75,105
it runs slow and its filters are off lol they cant fing your face,0.25,0.5499999999999999,105
not many good filters,0.22499999999999998,0.55,105
"this used to be a great little app, now there are way too many problems with it",0.37083333333333335,0.5833333333333334,106
i so loved this app but suddenly it has stopped working ,0.35,0.65,106
i used to love this app but after the recent updates it's slowly becoming unusable,0.31666666666666665,0.5666666666666668,106
this is one of my favorite apps but i cant enjoy it recently,0.3,0.5833333333333334,106
"the app was working fine before, but now this update has made it infinitely slower",0.4166666666666667,0.5,106
love this app! been using it for 2 years now,0.625,0.6,107
"it's a pretty cool app, but now everytime an update comes along, it stays at %56 updated",0.3,0.825,107
it's good and when i download it it was fast😑ok but it's the best🤗,0.7,0.6000000000000001,107
"the app is fine, i like the update on it, just wishing we get night mode on it so our eyes don't burn when we open it at night",0.20833333333333334,0.5,108
great app i use it all the time since i downloaded it 3 years ago only thing i don't like is i feel like it needs to have a dark mode other then that the app is really good,0.24500000000000002,0.625,108
snap chat filters more better,0.5,0.5,109
they show that certain filters have voice changer,0.21428571428571427,0.5714285714285714,109
i love this app since you can text your friends and have voice or face calls but the reason i give it 4 stars is because it doesn't let you change your username,0.5,0.6,110
i love it i got grounded from my xbox but i can still text my friends on it,0.5,0.6,110
why is it that iphones have better and more filters than samsung!!!!!????? changes it now! and make things equal or i will be uninstalling this app!!!,0.5,0.4166666666666667,111
i want to be able to overlay or use multiple filters like what is done on snapchat for iphones,0.25,0.3125,111
it'd be great if there were many different filters and thanks for the great app 👍,0.45999999999999996,0.56,111
snap is fun i love the filters and hiw you can text with a bipmoji and its just so fun,0.3666666666666667,0.3333333333333333,112
"honestly, like any other social medias, messaging people are quick and easy, you can optimise your own account it's perfect, also fun filters 😂",0.396875,0.609375,112
amazing!!! i can take awesome puctures with cute filters and text my friends,0.8333333333333334,0.9666666666666667,112
snapchat is one of the best games i ever played and the filters are super adorable and u can add people and text too!!😊😇😘,0.611111111111111,0.6555555555555556,112
"love the filters and love to text my friends on this app it's so cool if you haven't you should download it because it's the best texting app,😋😁",0.5875,0.5375,112
its a really good app for making comunication and pictures with filters and etc we could even send to our contacts it makes me happy using snapchat,0.75,0.8,112
i really enjoy using the camera filters,0.4,0.5,113
good filter awesome pictures,0.85,0.8,113
it 's camera is very clear and filters are very beautiful ☺,0.5650000000000001,0.7491666666666666,113
"uwu quality, its has good filters and decent sound/video quality",0.4333333333333333,0.6333333333333333,113
its have cool and fantastic photo filter thats way i like this aap,0.375,0.775,113
"i dont use this app very much, but was very concerned when a friend sent me a picture of my exact location on the map",0.23666666666666666,0.27,114
it's good but when we add new friends they can't see our story which we posted before adding friend so fix it,0.41818181818181815,0.5272727272727273,114
could do more to profile and login in screen,0.5,0.5,115
have tried changing display settings through 'full screen apps',0.35,0.55,115
awesome i love the filters,0.75,0.8,116
i love the filters,0.5,0.6,116
love the filters!,0.625,0.6,116
i love it and i most likely the filters and overall,0.25,0.525,116
love the filter,0.5,0.6,116
love the filters,0.5,0.6,116
its good and i love the filters,0.6,0.6000000000000001,116
"please for the love of god let me disable the ""x is typing"" notification",0.5,0.6,117
it's not working good with oppo find x,0.7,0.6000000000000001,117
good but glitches a lot and there's no way to opt out of beta? thought it would be interesting but it just limits all extra features that weren't even tested on beta yet 🤷‍♀️,0.39999999999999997,0.4000000000000001,118
and i still have to open the app and refresh it for 2-3 times just to make sure if i have a message or what not :<,0.25,0.6944444444444444,118
"i'm glad the texting still functions , but i'd really like to be able to receive calls again",0.39999999999999997,0.6083333333333333,119
only thing i reccomend is making the phone or facetime option connection better,0.25,0.75,119
love to use it cute edits love the app we cn also share our location no need to add other apps to share our location,0.34375,0.64375,120
i just love this app because u can chat to your freinds and take a lot of selfies and not just on your own with your friends and family to with filters its just si amazing xx,0.5666666666666668,0.8333333333333334,120
i like this app becauseyou get to texts your freinds on it you can take pretty pitchers you can meet up by this app thats why i love this app,0.375,0.8,120
this app is incredible from the group chats to the group calls,0.9,0.9,121
awesome app for recreation and communication,1.0,1.0,121
it's good to use to chat and has all basic facilities that you can use great app,0.5,0.4916666666666667,121
great app to communicate and add feelings to messages,0.8,0.75,121
i liked the app good way to talk to others,0.6499999999999999,0.7000000000000001,121
but we can get meet of many peoples by this app,0.5,0.5,121
really good app to chat with freinds,0.7,0.6000000000000001,121
great app overall never had problems,0.4,0.375,122
on my iphone 11 and also no glitches and the filters work perfect,1.0,1.0,122
regular camera app works fine no issues on any app but this one camera wise,0.37222222222222223,0.49230769230769234,122
it is a great app in all but it started to exit ne out when i tried yo send sonething,0.8,0.75,123
its nice app but suddenly my all msg get vanish,0.3,0.75,123
day! amazing app keep it up!! (but stop glitching plese 😛),0.9375000000000001,0.9,123
"does anyone know how to get the new notification sound for your best friends?? because it feels like everyone that had an iphone has that notification, is it only for iphones i wonder?",0.3840909090909091,0.5386363636363636,124
it let's you talk to your best friends even if you have no phone number!!,1.0,0.3,124
i have a lot of meaningful snapchat memories on there also that i lost,0.5,0.5,125
i had snap chat and it worked perfectly until i lost my old phone,0.55,0.6,125
loved this!!,1.0,0.8,126
i love this aap,0.5,0.6,126
i just love it,0.5,0.6,126
everything is awesome about it,1.0,1.0,126
i love it soooo much,0.35,0.4,126
so useful and i love it!!!,0.63828125,0.3,126
i love this i really recommend it,0.35,0.4,126
nice and breallint effects i love this,0.55,0.8,126
love it's how i connect with everyone back home,0.25,0.3,127
i love it!! i always use it when i go hang out with my friends and family,0.78125,0.6,127
i love this app😊 it helps me keep contact with all mt friends and family,0.5,0.6,127
this app is amazing for just talking to friends if you dont have a phone(i have a phone)and funfilled fillzers,0.6000000000000001,0.9,128
"this app has been great for talking to friends, however, over the past 12ish hours it continues to kick me out",0.275,0.5,128
"it's a pretty great app and i love being able to stay in touch with my friends, but recently i haven't been getting notifications, it might just be my phone, but regardless i love this app",0.425,0.6375000000000001,128
"please keep the snap blocks game! best one yet, very fun and addicting",0.2966666666666667,0.32,129
the interfaces are really fun and the streaks makes sure that we don't miss out on a friend,0.4,0.5444444444444444,129
"honestly best app ever, it's an amazing way to communicate with friends and the updates just keep getting better",0.7000000000000001,0.5666666666666667,130
its a really good app i have a lot of friends,0.7,0.6000000000000001,130
this my fav app this app works really fast it has good service and me and my friends love taking pictures,0.4666666666666666,0.6000000000000001,130
its such a good app and you can find most of your friends on it,0.39999999999999997,0.5333333333333333,130
have had a load of good times on this app with my friends,0.7,0.6000000000000001,130
"i love this app it let's me talk to my friends and see what they are up too, but sometimes it takes for ever to load but it is totally worth it ",0.4,0.35,130
"i absolutley love it ,it is mine and my friends favourite app ",0.5,0.6,130
super filters,0.3333333333333333,0.6666666666666666,131
this is amazing 😍 especially the filters are too osm,0.30000000000000004,0.95,131
other then that it is a great app but some bugs need to be fixed,0.25833333333333336,0.44166666666666665,132
absolute amazing jus sometimes the app bugs out,0.4,0.9,132
the app is great! but something is wrong with the app right now,0.2619047619047619,0.7285714285714285,132
it was a great app but ive been seeing more and more bugs with the app,0.6,0.5833333333333334,132
i love this apps!!!but i have a problem,0.5,0.6,132
"that was so useful, so amazed me tho!",0.375,0.0,133
literally amazing but i can't find my eyes only!,0.30000000000000004,0.95,133
and the concept is just amazing,0.6000000000000001,0.9,133
"great app , easy too use",0.6166666666666667,0.7916666666666667,134
overall an easy to use app and fairly fun,0.24444444444444446,0.3444444444444445,134
is a perfect app for everybody,1.0,1.0,134
it's a comfortable app an any thing u want u can download,0.4,0.8,134
it's an ok app and easy to use,0.4666666666666667,0.6666666666666667,134
the app works fine on the user to user end,0.4166666666666667,0.5,134
i love this because the app works perfectly fime,0.75,0.8,134
it's so easy to use and is a very very good app!! i love it!!,0.7381944444444445,0.7377777777777778,134
the app is awesome now i can't even enjoy it with such poor quality,0.24999999999999997,0.65,135
"the app runs smooth and great, but the camera quality just ruins it for me",0.3500000000000001,0.48333333333333334,135
""" don't be fooled, messages are not immediately erased like claimed and the camera quality is absolute trash, even when your phone quality is top-notch",0.6,0.95,135
"app is fine, but the new design of the app icon isn't appealing at all",0.351010101010101,0.48484848484848486,135
"i really liked this app before the latest update, i don't like how it looks",0.55,0.8500000000000001,135
most recent update has issues loading,0.25,0.375,136
but since some of the most recent updates it's been very glitchy,0.2333333333333333,0.35000000000000003,136
the latest update has some issues,0.5,0.9,136
the latest update messed everything up for me,0.5,0.9,136
if it gets fixed i will rate 5 stars and leave a good review,0.39999999999999997,0.4,137
i'll rise it up to 5 stars if they fix this bug or i'll leave this app 1 star plus this app will no longer be popular and the commuity will go down from a 5 star app to a 1 star app,0.2222222222222222,0.5944444444444444,137
needs more updates for real👏👂,0.5,0.5,138
it's not bad but i think it needs more updates,0.42499999999999993,0.5833333333333333,138
awaiting more updates and new upcomings,0.3181818181818182,0.4772727272727273,138
it works great for the most part,0.65,0.625,139
normally really good,0.7,0.6000000000000001,139
"i liked it, at first",0.425,0.5666666666666667,139
always good i like this better than fb don't even have fb,0.6,0.55,140
everything is great but the battety though ,0.8,0.75,140
snapchat has good system for communicating and saving videos and photos,0.7,0.6000000000000001,141
thank you snapchat for my good selfies and pictures,0.7,0.6000000000000001,141
my friends snapchat filters were awesome and have some filters like bts or something like in your photos there is a picture of bts and can easily picture or insert your self on it,0.7166666666666667,0.9166666666666667,141
u can send pictures post them and basicly what im trying to say is that snapchat is wonderful,0.5,0.5625,141
"snapchat is amazing cause its free and if you dont have a phone number you can have your friebds snapchat and you can call, text, and send pictures all in one",0.5,0.8500000000000001,141
good but could be better,0.6,0.55,142
its cool i guess but it could use a little more,0.22083333333333333,0.5499999999999999,142
good but can get better though,0.6,0.55,142
and also send them cute and funny pictures of you !!!xx,0.494140625,1.0,143
its rlly good i recommend it you can talk to your friends and send them cute emoji of your character i rlly recommend it xx,0.6,0.8,143
i love being able to communicate with my friends in such a related way,0.25,0.53125,144
it is very fun to use and play with my friends,0.39,0.26,144
i love it it helps me comminicate with my friends and i love the filterss💗,0.5,0.6,144
great way to interact and have fun with friends :),0.5333333333333333,0.65,144
it helps me be able to connect with friends during the summer!!,0.78125,0.625,144
i would like to see more male filters,0.25,0.3,145
give us something a bit more man,0.5,0.5,145
i still had so many problems,0.5,0.5,146
"so many problems, so many fixes and yet y'all just wait around",0.5,0.5,146
"it's really cool, but sometimes it freezes",0.35,0.65,147
"the camera will not focus except on rare occasion, and it freezes up quite often",0.3,0.9,147
i love this app because i can talk to my friends from school all the time,0.5,0.6,148
"great app, i use it all the time for talking to friends",0.8,0.75,148
i love this app because i can talk to my friends and i can put on fillters if i want,0.5,0.6,148
i love this app because you can chat to your family and friends and even call the,0.5,0.6,148
"i love this app so much! this is what i use most on my phone, mostly to talk to friends and family",0.4375,0.45,148
this app is awesome i'm on it every day talking to friends and family,1.0,1.0,148
nice app to communicate with frends nd addictive to make streaks with frends🔥🔥,0.3,0.95,149
this app is amzing with funny filters and chats i love this app so much ¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!mmmmmmmmm!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!,0.5043131510416666,0.6,149
"fun stuff, fun filters",0.3,0.2,150
great filters!!! so funny and easy,0.5611111111111111,0.8611111111111112,150
the filters are both funny and cute,0.375,1.0,150
"this app takes a lot storage on its own, i don't know how",0.6,1.0,151
"i dont know what the problem is, i have a lot of free storage, my wifi is good, i dont understand the problem",0.55,0.7000000000000001,151
sometimes it can be laggy but still love it,0.5,0.6,152
"great i terface, though games get a little buggy from time to time",0.30625,0.625,152
my best friends list dissapeared today and i tried re installing it and that didn't work pls fix this,1.0,0.3,153
"some friends are able to see thrpwbacks in memories or a special picture for the streak, i can't use any of these things and i kinda am sad about it! still a good app to keep in touch with friends!",0.2767857142857143,0.6991071428571428,153
"i was going through my friends list to remove people who i don't talk to anymore, or people who no longer have the app, and it honestly is a pain that i have to go one person at a time",0.6,0.9,153
😊😊😊😊very funny and cute app and easy to create our own liked faces,0.4766666666666667,0.9266666666666667,154
i love this app because your face look defferent!,0.625,0.6,154
great app make my face looks like it has 0 bumps,0.8,0.75,154
alot of filters are missing for me and it's the best one to,0.4,0.175,155
pretty good app but my filters never change 😂,0.475,0.8,155
i was on snapchat it took so much battery and a nother this is snapchat should allow yiu to make your own filter,0.4,0.6,156
why can't i install my snap chat after it uninstalled on it own,0.6,1.0,156
it's nice but please unlock every filter without internet,0.6,1.0,156
"the app is good, fun, and its cool but it would be better it we could change the usernames",0.4625,0.48750000000000004,157
this app would be literally perfect if you could change your username like you can on instagram,1.0,1.0,157
great app but you should have an option to kick people from group chats,0.8,0.75,158
it's good to socialise with but what the apo needs is the ability to delete multiple people in one go rather rhen having to remove one by one,0.35,0.30000000000000004,158
i think you guys should do something about group chat let more people to be occupied and let someone easily delete many people within a seconds,0.4777777777777778,0.6111111111111112,158
good social media but should be able to kick people from groups,0.41111111111111115,0.4305555555555556,158
"i love it, but there is an issue with a message that i sent to 2 people that's not sending",0.5,0.6,159
not letting me know accurately when they have read my messages,0.4000000000000001,0.6333333333333334,159
a very cool approach to story telling,0.45499999999999996,0.8450000000000001,160
a story i found interesting,0.5,0.5,160
the inventors of the wheel had better product design than this garbage invention,0.5,0.5,161
was a great app now cant send or receive messages i have uninstalled and reinstalled does no difference,0.8,0.75,162
only amazing app because i am speechless after using it,0.30000000000000004,0.95,162
"i have no idea why snapchat had to update anything, the app worked fine",0.4166666666666667,0.5,162
"i really do enjoy this app, however since the most recent update i haven't been recieved any messages that have been sent to me",0.3,0.4166666666666667,162
"after the latest update i can't even open it, can someone help me?",0.25,0.7,163
good but it won't update,0.7,0.6000000000000001,163
it's really fun but it won't send me notifications anymore,0.3,0.2,163
"it was good up until the update, it wont let me send things to my story",0.7,0.6000000000000001,163
"ever since the new update, my subscriptions don't show up at the top",0.3181818181818182,0.4772727272727273,163
also doesnt let me send more than one snap from memories to a friend at a time but on my friends phone you can?!?,0.625,0.5,164
"and i remember i used to be able to send gifs from my camera roll in private conversations but now they are not animated, it sends them as just a picture",0.25,0.5,164
snap is fun to talk to friends but it has so many problems for example it wont notify me of a message that i received,0.4,0.35,164
and it ain't catching on!,0.75,0.9,165
new version is not so good,0.41818181818181815,0.5272727272727273,165
"cool app, if i'm completely honest",0.475,0.775,166
it is the best app i have ever seen ,1.0,0.3,166
im just going to give it to you straight this is probably the best app that has ever been made,0.6,0.35,166
snapchat through out amazing app i have ever seen in my life,0.6000000000000001,0.9,166
"very very nice app,awesome,no words to describe this app😘",0.78,1.0,166
it's a good way to talk to people,0.7,0.6000000000000001,167
great conversation starter,0.8,0.75,167
its fun talking in group chats,0.3,0.2,167
best way to chat more effectively 😛,0.7000000000000001,0.5333333333333333,167
i love snapchat but it also aggravates me sometimes,0.5,0.6,168
"i love snapchat, however some issues i am facing",0.5,0.6,168
the journey of snapchat from trophies to charms was great indeed but losing my accountwas so hurting,0.8,0.75,168
really good had this so for 1 year and never had a single problem with anything,0.3142857142857143,0.4071428571428572,169
it's pretty good and i have had very little issues with it,0.23541666666666664,0.75,169
"i love it, it gives me one problem it takes long to load",0.225,0.5,170
verry good and time consuming,0.7,0.6000000000000001,170
but i don't have time but this is the most important one to me,0.45,0.75,170
you can get with friends and family without having to travel and i just think that its worth it to download,0.3,0.1,171
this app is the best because it lets you take such amazing pictures and you can share it with family and friends right there and not go to any other app to send it to relatives,0.35214285714285715,0.5221428571428571,171
why so many issues focusing back camera on s10?,0.25,0.25,172
when trying to take photos with galaxy s10 rear camera it will not focus at all!!!! blurry blurry blurry! fix this issue quickly please!!!!,0.8138020833333331,0.5,172
instagram has all the same functionality and works flawlessly,0.5,0.5625,173
that's exactly the perfect way to teach someone to use instagram vs snapchat,0.625,0.625,173
in love with this app,0.5,0.6,174
this app is very good 👌👍👍👌👌 i love this app,0.705,0.6900000000000001,174
i love the app,0.5,0.6,174
great app! love it so much!,0.5833333333333334,0.5166666666666667,174
still love the app,0.5,0.6,174
love this app!,0.625,0.6,174
i love this app 💟 💟,0.5,0.6,174
love this app,0.5,0.6,174
i love this app iys the best,0.75,0.44999999999999996,174
i love this app,0.5,0.6,174
great app to use love it,0.65,0.675,174
it is to simple and in my opinion the best social media app ever😈,0.3444444444444445,0.24126984126984127,175
best app for communication but agar isay free karday meanz withojt internet 😊😎,0.7,0.55,175
one of the simplest and most user friendly messaging app i have ever used ,0.4375,0.5,175
"ok this is a great app, however, i'm sure i can speak for most lowend android users here that this app is the most unoptimised piece of dogshit washedup trashcan app",0.5599999999999999,0.6277777777777778,176
snapchat is an amazing app you can snapchat all your friends and you have filters and it is is just so amazing!!❤❤ but they really should get more filters on there!,0.47500000000000003,0.5333333333333333,177
snapchat if super fun because all of the filters and you can chat with your friends save the chats and ft them and call them(ft=facetime),0.31666666666666665,0.43333333333333335,177
i love it because it has filter and i can call my friend and when am calling them i can chat with them and but a filter at the sametime,0.5,0.6,177
"this is a good app but when chatting using it, it lags so so so so soooooo much",0.44999999999999996,0.4,178
its pretty good but it lags on my nokia so thats that,0.475,0.8,178
i recently changed my phone so i had to delete snapchat and reupload it and i forgot my password and tried my best to change it but nothing works really not through phone number not through email,0.3,0.25,179
"it's great and stuff just the new update is making all my chats glitch when i'm saving them, half my texts either have gigantic spaces or words on top of words",0.31742424242424244,0.46780303030303033,179
it was surely a blow to me after reading that legitimate account locked email from your side,0.5,0.8888888888888888,179
i know this is for security purposes but i'd really like to be able to change my username and i don't wanna create another snap cuz it took me a long time to get my snapscore as high as it is,0.20249999999999999,0.44125000000000003,179
i love snapchat but this thing of where i don't get my messages & i have to keep uninstalling and reinstalling the app is pissing me off,0.5,0.6,180
snapchat used to be my favorite app but its always glitching and my messages are being rearranged and out of order,0.5,1.0,180
i snapchat doesn't work appropriate keeps messing up,0.5,0.5,180
"snapchat is so innovative, it gets more and more broken with each update",0.275,0.6,180
most android users i know have been experiencing a very buggy app ever since snapchat tried to become a news source instead of what it was originally designed to be,0.35833333333333334,0.5166666666666667,180
"snapchat has become a bit slow but that doesn't stop me from loving it,!!!",0.35,0.6749999999999999,181
"i like the app and i use it alot and i love streaks sm , however its recently been really laggy and not as good",0.35,0.41250000000000003,181
i also can't stand the new upload indicator that appears on the top toolbar of my phone,0.3181818181818182,0.4772727272727273,182
"snapchat, i deleted this app twice because i cant go to my memories and that happened to me twice which got me upset cause i dont have many people to talk to ",0.5,0.5,182
"snapchat freezes my phone all the time! this makes me very upset that an app like this can not even run on my phone, knowing i have plenty of memory available",0.30000000000000004,0.35,182
"the app no longer compiles all the notifications into one notification, so it very quickly crowds my notification bar, pushing me to turn off notifs all together",0.43333333333333335,0.65,182
too many ads and lag,0.5,0.5,183
too many ads these days,0.5,0.5,183
i like this app but the problem it usualy stack however is not bad ,0.3499999999999999,0.6666666666666666,184
the app is an amazing app if you don't have a good connection then it will be blotchy nut other than that i love the app,0.41875,0.61875,184
its a good app but sometimes there are bugs which can irritate you to hell,0.7,0.6000000000000001,184
but except for this bug this app is pretty good,0.475,0.8,184
kinda glitchy but very good app,0.9099999999999999,0.7800000000000001,184
there are those few bumps in the road but overall a good app!!,0.26666666666666666,0.23333333333333336,184
its amazing but sometimes i have a few probkems like glitching and my messages wont show up,0.20000000000000004,0.5,185
most times good but sometimes it will just stop working,0.6,0.55,185
excellent app to be happy 😍😍😍,0.9,1.0,186
good app to share moments😍,0.7,0.6000000000000001,186
it's is an excellent app to take a variety of photos in snapchat😉😉,1.0,1.0,186
it is the best photo clicking app and it's video calling is superb😍😍,1.0,0.3,186
amazing app and features are awesome❤️💕,0.6000000000000001,0.9,186
"i've had so many great times on snapchat, planning things, talking to friends",0.65,0.625,187
snapchat is an amazing way to keep up with friends and family,0.6000000000000001,0.9,187
i love snapchat! it's a fun way to talk to friends and play with people from your group chat your in i love it!,0.5166666666666667,0.4666666666666666,187
snapchat is a great way to talk to friends,0.8,0.75,187
snap chat is my favorite place to keep up with friends and its good for the most part,0.5666666666666667,0.7000000000000001,187
"i can always talk 2 my friends at once and play games with my bitmoji snapchat, you've done a good job 👏👏👏👏👏👏👏",0.7,0.6000000000000001,187
i think snapchat is good for people to socialize more and it helps let people get to know people who they didn't know before it let's you experience more,0.5666666666666667,0.5333333333333333,187
snap chat is the best that can create my moment with my family and friends,1.0,0.3,187
i love snap chat on a related note,0.25,0.5,188
always great to snap snap,0.8,0.75,188
snap has grown on me and group chat is pretty smooth,0.325,0.75,188
instead of pressing the ok button i tap on the report button because it kept on happening,0.5,0.5,189
"so many glitches!!!!!! i write a report, it gets ignored",1.0,0.5,189
"a very easy and quick way to chat, call and facetime friends",0.44833333333333336,0.75,190
its a easy way to text friends,0.43333333333333335,0.8333333333333334,190
great free way to text my friends and in general is an easy app to use,0.4208333333333334,0.7208333333333333,190
a good and easy way to speak to your friends,0.5666666666666667,0.7166666666666668,190
i would have already uninstalled it if i didn't have so many pictures saved on it,0.5,0.5,191
if i didnt have so many friends that use it i'd uninstall it,0.5,0.5,191
really good app but could you decrease the app size,0.7,0.6000000000000001,192
to be honest this app isn't worth the trouble,0.2333333333333333,0.39999999999999997,192
the app would be a lot better without these glitches,0.5,0.5,192
i love this sooo much!!! it is very amazing with friends even my mom started using it !!! but i want an update that everyday some new filter should come okay snapchat inc,0.3872727272727273,0.630909090909091,193
this app is awesome! thank you for the pet filter i've been waiting for it for a couple years!,1.0,1.0,193
this app is so much fun and my sister loves when i take pictures of her using filter,0.3,0.2,193
i just love it it's so much fun you know so much to do with your friends so many activities and filters i love it,0.4,0.42000000000000004,194
"it's fun and easy to use once you get the hang of it, and you can connect with people from all around the world easily",0.3888888888888889,0.6222222222222222,194
great for communicating with friends,0.8,0.75,195
super fun to chat w/friends,0.31666666666666665,0.43333333333333335,195
its fun to talk to your friends,0.3,0.2,195
a good way to express yourself to your friends,0.7,0.6000000000000001,195
such an amazing way to communicate with friends and family❤❤🖤🖤,0.30000000000000004,0.7,195
very fun way to talk to friends,0.39,0.26,195
it is amazing to talk to friends with,0.6000000000000001,0.9,195
super fun way to communicate with friends,0.31666666666666665,0.43333333333333335,195
great for sharing things and having fun with taking photos,0.55,0.475,196
very nice i like it photos and video are amusing,0.69,1.0,196
awesome n best for camera nd filter we share can share our location nd entertaining 😍🤗,0.8333333333333334,0.6666666666666666,196
its really fun to take pictures with,0.3,0.2,196
very comfortable,0.52,1.0,197
nice effective and good privacy,0.6333333333333333,0.8000000000000002,197
fun but kicks me out a lot,0.3,0.2,198
seems like its crashing more and more as i've been using it through out my day,0.5,0.5,198
"not with wifi, my own network, nothing",0.6,1.0,199
nothing worked so i'm reinstalling it right now to see if it works,0.2857142857142857,0.5357142857142857,200
"i used it for a while now, and it was all great until it just wouldn't let me open it! please fix!",0.4,0.625,200
what is the point of downloading the app if you can't enjoy it?,0.4,0.5,201
if i keep seeing this kind of thing i will be uninstalling this app,0.6,0.9,201
otherwise it will be there trying to upload and stall the app even more,0.5,0.5,201
mite you will put more emojies,0.5,0.5,202
i hope there're more new emoji that would have soon,0.3181818181818182,0.4772727272727273,202
it is awesome it has so many amazing features/filter an you can even create you bitmoji,0.7000000000000001,0.7999999999999999,203
"i love all the options available to personalize my bitmoji character too, it's so awesome!!!!",0.6333333333333333,0.6666666666666666,203
i love all of the filters and the best thing is you can chat with your friends,0.75,0.44999999999999996,204
love the filters and great way to communicate with friends or family,0.65,0.675,204
just love the filters and talking to new friends,0.3181818181818182,0.5272727272727272,204
"help please, thank you :)",0.5,1.0,205
please do something to this effect please for god's sake thanks!,0.25,0.2,205
"it would be great if you would try to work out this issue, then it would become one of my favourite apps",0.8,0.75,206
i hope you find a way to solve this problem so that using this app will become a more positive experience,0.36363636363636365,0.5227272727272727,206
it can be called as a best version of whatsapp,1.0,0.3,207
awesome app ,1.0,1.0,208
its a great app,0.8,0.75,208
i honestly think this app is great,0.7,0.825,208
wonderful app,1.0,1.0,208
it's a very good app,0.9099999999999999,0.7800000000000001,208
it's a great app,0.8,0.75,208
it is a very wonderful app,1.0,1.0,208
this is a really great app,0.8,0.75,208
this is a very good app,0.9099999999999999,0.7800000000000001,208
this app is fantastic,0.4,0.9,208
really it is a very very good app,0.9099999999999999,0.7800000000000001,208
it's a great app ♡♡,0.8,0.75,208
this is a great app,0.8,0.75,208
"updates will change your settings, like automatically saving snaps to camera roll, so suddenly your snaps won't be saved permanently any more on your device",0.25,0.5,209
new update wont let me watch most snaps and i gotta delete the app and reinstall it in order for it to work properly,0.21212121212121213,0.35151515151515156,209
snapchat is good until the new update which my snaps arent loading and i have to exit out a couple times to open every message i receive,0.27878787878787875,0.5181818181818182,209
"ever since the latest update, snapchat has been causing my phone to freeze, or force a restart",0.5,0.9,209
